5_1_F,5_1_D,7_1_F,7_1_D,8_1_F,8_1_D,10_1_F,10_1_D,9_1_F,9_1_D,9_2_F,9_2_D,24_1_F,24_1_D,1_1_F,1_1_D,1_2_F,1_2_D,2_1_F,2_1_D,20_1_F,20_1_D,19_1_F,19_1_D
17.2739,13.79563,23.71279,13.797,23.52492,13.79713,36.30479,13.80113,79.27545,13.8005,78.46896,13.79913,69.99079,13.7975,70.27086,13.7975,118.6377,13.797,96.16756,13.79775,74.97311,13.79775,90.57808,13.797
17.30283,13.80388,23.71597,13.80113,23.52715,13.80088,36.29303,13.80188,79.28085,13.8015,78.50011,13.80475,69.98793,13.80063,70.32935,13.80113,118.653,13.801,96.23051,13.8045,75.0014,13.8015,90.64547,13.80113
17.30537,13.809,23.71852,13.80525,23.52746,13.80538,36.29271,13.80463,79.2745,13.80475,78.49471,13.80538,70.01019,13.809,70.38593,13.80525,118.6705,13.80538,96.289,13.80588,75.02779,13.80613,90.7189,13.80513
17.30442,13.80988,23.72106,13.8095,23.52842,13.80925,36.30924,13.81275,79.30025,13.81338,78.48454,13.80963,70.02767,13.81125,70.44633,13.80975,118.6914,13.8095,96.31697,13.809,75.05862,13.81,90.80633,13.8095
17.32985,13.8125,23.72583,13.8135,23.52969,13.8135,36.30829,13.81638,79.3136,13.81525,78.50615,13.81763,70.01654,13.8125,70.50514,13.81388,118.7131,13.81363,96.37356,13.817,75.09264,13.81425,90.90105,13.81363
17.35465,13.82138,23.72996,13.81775,23.53001,13.81788,36.29811,13.817,79.29834,13.81663,78.50838,13.81925,70.02544,13.8205,70.55505,13.81763,118.7334,13.81788,96.43427,13.81938,75.12728,13.81838,90.98911,13.81763
17.35147,13.8255,23.7306,13.82175,23.53064,13.82175,36.31051,13.8225,79.3101,13.82463,78.4839,13.82088,70.05087,13.825,70.60242,13.822,118.7515,13.822,96.45335,13.82125,75.16352,13.8225,91.06859,13.82188
17.34956,13.826,23.73028,13.826,23.53064,13.82613,36.32673,13.83038,79.33521,13.82913,78.48772,13.82938,70.04515,13.82563,70.64787,13.82638,118.769,13.82625,96.49181,13.82875,75.20326,13.82663,91.1471,13.826
17.37404,13.82975,23.73155,13.83025,23.52969,13.83025,36.32196,13.83113,79.32504,13.82975,78.49439,13.83313,70.03816,13.83088,70.68285,13.83038,118.7865,13.83025,96.56016,13.8325,75.24618,13.83075,91.22721,13.83025
17.39216,13.8385,23.73346,13.83425,23.52905,13.83425,36.3191,13.83325,79.31868,13.83538,78.46578,13.83375,70.062,13.83825,70.71336,13.83413,118.8046,13.83463,96.59036,13.83388,75.29227,13.83475,91.30955,13.83425
17.38389,13.84163,23.736,13.83863,23.53096,13.83863,36.33149,13.8415,79.33744,13.84263,78.4537,13.83975,70.07027,13.8395,70.75468,13.83913,118.8243,13.83875,96.61674,13.83988,75.33836,13.83925,91.39729,13.8385
17.3858,13.84225,23.74013,13.84238,23.53573,13.84263,36.33118,13.846,79.32917,13.84375,78.47404,13.8465,70.06296,13.84225,70.80015,13.84288,118.8459,13.84288,96.68827,13.84563,75.38255,13.84288,91.48788,13.84275
17.41664,13.84713,23.74395,13.847,23.53954,13.84688,36.32037,13.84638,79.30851,13.84613,78.47023,13.84738,70.08775,13.85088,70.84211,13.84688,118.866,13.847,96.74231,13.84688,75.42673,13.8475,91.57339,13.8465
17.43444,13.85538,23.74363,13.85063,23.54272,13.85088,36.32863,13.85125,79.32504,13.85475,78.4537,13.85075,70.11286,13.85325,70.89011,13.85138,118.8838,13.85125,96.77061,13.85113,75.47315,13.85138,91.6535,13.851
17.42681,13.85775,23.74236,13.85525,23.54622,13.855,36.34135,13.8595,79.33331,13.85763,78.46769,13.859,70.10683,13.85425,70.94606,13.85563,118.9006,13.85525,96.83195,13.85838,75.51861,13.85563,91.7333,13.85488
17.43603,13.8585,23.74331,13.85913,23.54876,13.85925,36.33086,13.861,79.3066,13.8585,78.47437,13.86125,70.11732,13.862,70.99692,13.85938,118.9184,13.85963,96.89204,13.86013,75.56089,13.85975,91.81786,13.85925
17.46623,13.86438,23.74808,13.86338,23.54844,13.8635,36.32069,13.86213,79.30342,13.86563,78.4556,13.8625,70.14529,13.86713,71.04556,13.86388,118.9384,13.8635,96.92065,13.86275,75.60094,13.86388,91.90687,13.86313
17.47545,13.87263,23.75412,13.8675,23.54908,13.86738,36.33181,13.87013,79.31837,13.87113,78.46419,13.87025,70.14307,13.86763,71.10023,13.86825,118.9604,13.868,96.97691,13.87063,75.63718,13.86825,91.99747,13.86763
17.46464,13.87413,23.75889,13.87163,23.55289,13.87163,36.33308,13.87588,79.29516,13.87175,78.48676,13.875,70.13925,13.87275,71.1511,13.87225,118.9804,13.87188,97.04749,13.87338,75.67152,13.87238,92.08266,13.87163
17.47704,13.875,23.76016,13.87575,23.55671,13.87575,36.3191,13.87625,79.27164,13.8765,78.47786,13.87563,70.16531,13.88038,71.19465,13.87625,118.9982,13.87613,97.07483,13.87538,75.70712,13.87638,92.15673,13.876
17.50374,13.88213,23.75952,13.87975,23.55894,13.87988,36.32673,13.87963,79.28499,13.88413,78.47246,13.88113,70.1739,13.8815,71.23979,13.88088,119.0173,13.88025,97.1063,13.88188,75.74272,13.88088,92.22857,13.87975
17.50151,13.88913,23.76111,13.88413,23.55957,13.88413,36.34803,13.88825,79.28053,13.88563,78.49184,13.88838,70.15959,13.88375,71.28239,13.88513,119.0373,13.8845,97.17146,13.88675,75.77705,13.88463,92.309,13.88463
17.48498,13.89025,23.76461,13.88813,23.56148,13.88788,36.34517,13.89113,79.25034,13.8875,78.48517,13.8895,70.16913,13.89225,71.31513,13.88875,119.0567,13.88838,97.2093,13.888,75.81488,13.889,92.39324,13.88813
17.50247,13.89163,23.76715,13.8925,23.56434,13.89275,36.33817,13.89163,79.2478,13.89575,78.46705,13.89213,70.18153,13.89525,71.34946,13.89325,119.0783,13.89275,97.23473,13.89363,75.85748,13.89325,92.47398,13.893
17.53457,13.89975,23.76906,13.89638,23.56593,13.89638,36.35756,13.898,79.24906,13.8995,78.48803,13.90063,70.16691,13.89613,71.39429,13.89775,119.1031,13.89675,97.29735,13.89988,75.90103,13.89713,92.55314,13.89663
17.53584,13.9055,23.77383,13.90075,23.56752,13.90088,36.37059,13.90538,79.21854,13.90025,78.5071,13.90325,70.17326,13.90288,71.43942,13.90138,119.126,13.901,97.34599,13.90113,75.94363,13.90163,92.63039,13.901
17.52663,13.90625,23.77955,13.90488,23.57101,13.905,36.3582,13.90588,79.20361,13.9065,78.49312,13.90438,70.20792,13.90875,71.48234,13.90538,119.1457,13.905,97.36729,13.90475,75.98623,13.9055,92.70159,13.90538
17.54824,13.90838,23.78337,13.909,23.57388,13.90938,36.35788,13.9085,79.21537,13.913,78.50011,13.91138,70.2165,13.90938,71.5313,13.91025,119.1651,13.90925,97.42197,13.91225,76.02914,13.90975,92.76835,13.90925
17.57431,13.917,23.78496,13.91325,23.57546,13.91338,36.37378,13.917,79.20074,13.91388,78.52777,13.91688,70.21713,13.91375,71.58152,13.914,119.1854,13.91338,97.48205,13.91463,76.07269,13.91388,92.83861,13.9135
17.56922,13.92163,23.78623,13.91725,23.57705,13.91763,36.36869,13.92063,79.18549,13.91713,78.5211,13.91763,70.24765,13.92163,71.62571,13.91788,119.2055,13.91763,97.50462,13.917,76.11656,13.91788,92.9149,13.91788
17.56732,13.92213,23.78782,13.9215,23.57801,13.92175,36.35343,13.92113,79.21473,13.92563,78.51156,13.92213,70.268,13.92313,71.67435,13.92225,119.2258,13.92175,97.54848,13.9245,76.15343,13.92213,92.99469,13.92163
17.60006,13.92538,23.79004,13.92563,23.5796,13.92625,36.36456,13.92675,79.23985,13.9275,78.5319,13.93,70.26132,13.92513,71.73093,13.92688,119.2478,13.926,97.6181,13.928,76.17982,13.92625,93.07639,13.92638
17.62772,13.93375,23.79195,13.92988,23.58214,13.93025,36.38268,13.93438,79.2408,13.929,78.53285,13.93138,70.27372,13.93338,71.78561,13.93038,119.2694,13.93013,97.64894,13.92938,76.20525,13.93025,93.15491,13.93
17.62168,13.9375,23.79259,13.93413,23.58564,13.93438,36.37822,13.9355,79.27164,13.93675,78.51092,13.93325,70.29089,13.937,71.83933,13.93475,119.2888,13.93438,97.67088,13.93613,76.23863,13.93463,93.22516,13.9345
17.62199,13.93813,23.79163,13.93825,23.59136,13.93888,36.37664,13.93725,79.319,13.94125,78.5195,13.94175,70.27817,13.93775,71.89687,13.93938,119.3062,13.9385,97.72015,13.94138,76.27837,13.9385,93.28874,13.93838
17.64997,13.94213,23.78941,13.9425,23.59645,13.94275,36.3938,13.94575,79.33394,13.942,78.53094,13.94525,70.27626,13.94388,71.94582,13.94325,119.3247,13.94275,97.74271,13.9425,76.32351,13.94288,93.35772,13.94263
17.67031,13.95088,23.78782,13.9465,23.59645,13.94713,36.3973,13.95038,79.35175,13.9475,78.5071,13.946,70.29915,13.9505,71.98588,13.947,119.3441,13.947,97.75034,13.94725,76.37215,13.94688,93.43783,13.94675
17.66968,13.95338,23.78782,13.951,23.59327,13.95113,36.38554,13.9505,79.39339,13.95475,78.49916,13.95225,70.29883,13.95125,72.0307,13.952,119.3644,13.951,97.80184,13.95438,76.41824,13.95113,93.52811,13.951
17.67953,13.95425,23.78813,13.95475,23.5939,13.9555,36.39317,13.95563,79.41119,13.95575,78.52205,13.95863,70.28898,13.955,72.07966,13.95588,119.3829,13.95538,97.84953,13.95588,76.46147,13.95513,93.62062,13.95513
17.70782,13.95925,23.78941,13.95938,23.59676,13.95963,36.40652,13.9635,79.41564,13.95838,78.51855,13.9595,70.30932,13.96338,72.12162,13.95963,119.3981,13.95938,97.86765,13.95875,76.50566,13.95963,93.70741,13.95925
17.72308,13.96738,23.79099,13.96313,23.59899,13.96363,36.3973,13.96525,79.45029,13.96688,78.50774,13.96313,70.3214,13.96513,72.16295,13.96413,119.4111,13.9635,97.92137,13.96675,76.55302,13.96338,93.7891,13.9635
17.72022,13.9695,23.79227,13.96763,23.60312,13.968,36.3919,13.96625,79.47826,13.96963,78.53349,13.9715,70.30487,13.96663,72.21159,13.96863,119.4239,13.96763,97.98781,13.969,76.60166,13.96788,93.87112,13.96763
17.72881,13.97025,23.79417,13.9715,23.60789,13.972,36.40906,13.97425,79.47699,13.97063,78.54748,13.97325,70.30901,13.975,72.25927,13.97213,119.4394,13.972,98.01324,13.971,76.6468,13.972,93.95472,13.97175
17.75265,13.9765,23.79672,13.97575,23.60916,13.97613,36.4151,13.97988,79.49861,13.97775,78.52745,13.97463,70.32776,13.97913,72.30663,13.97638,119.4579,13.976,98.05489,13.97838,76.68781,13.976,94.04087,13.97588
17.76282,13.98375,23.79926,13.98,23.60884,13.9805,36.40461,13.98025,79.53421,13.98313,78.52745,13.98288,70.31759,13.97975,72.36258,13.981,119.4773,13.98038,98.13023,13.98238,76.72723,13.98025,94.12543,13.98025
17.76155,13.98538,23.80053,13.984,23.61012,13.9845,36.41288,13.9835,79.53516,13.98388,78.54048,13.987,70.31187,13.98563,72.41949,13.98475,119.4963,13.98438,98.16933,13.98363,76.76347,13.9845,94.20267,13.98413
17.77744,13.98663,23.80212,13.98825,23.6117,13.98863,36.43131,13.99213,79.53739,13.9885,78.52713,13.98763,70.33094,13.99275,72.47066,13.98863,119.5157,13.98863,98.1973,13.98988,76.79494,13.98863,94.27643,13.9885
17.80415,13.99363,23.80466,13.99238,23.61266,13.99288,36.42527,13.99513,79.57426,13.99613,78.52236,13.9935,70.32585,13.99363,72.52598,13.99313,119.5354,13.99263,98.26247,13.99563,76.82737,13.99275,94.35049,13.99263
17.81178,14.00038,23.80943,13.99663,23.61361,13.997,36.4151,13.99563,79.59461,13.99775,78.53571,14.0005,70.30836,13.99613,72.58479,13.99725,119.5539,13.99713,98.30729,13.99675,76.86488,13.99713,94.42552,13.99675
17.80955,14.00138,23.81579,14.00063,23.61488,14.00088,36.43036,14.00225,79.59207,13.9995,78.51378,14.0015,70.32522,14.005,72.63438,14.00088,119.5701,14.001,98.32636,14.00088,76.90525,14.00125,94.50277,14.00125
17.82545,14.00338,23.82088,14.005,23.61584,14.00538,36.44307,14.00888,79.61591,14.00775,78.47849,14.00438,70.33825,14.0075,72.6792,14.00538,119.5882,14.00525,98.38358,14.0085,76.9453,14.00525,94.58319,14.00488
17.8477,14.01088,23.82342,14.009,23.61679,14.00913,36.43354,14.01,79.64198,14.01163,78.48263,14.013,70.32076,14.00838,72.72879,14.00963,119.6111,14.0095,98.44112,14.01,76.98504,14.00963,94.66776,14.00963
17.85119,14.01675,23.8266,14.01338,23.61838,14.01363,36.43386,14.01225,79.63816,14.01238,78.47913,14.01538,70.32299,14.016,72.77807,14.0135,119.634,14.01363,98.46306,14.01288,77.02541,14.01375,94.75072,14.01338
17.85246,14.01775,23.82978,14.01738,23.61838,14.01738,36.45198,14.02063,79.64865,14.01875,78.44099,14.0165,70.3427,14.021,72.82797,14.01738,119.654,14.01763,98.50947,14.02075,77.06674,14.01775,94.82384,14.01763
17.87694,14.02,23.83073,14.0215,23.61679,14.02188,36.4542,14.02463,79.67949,14.025,78.42795,14.02425,70.33157,14.02163,72.88869,14.02213,119.6725,14.022,98.57019,14.0235,77.10934,14.02225,94.88869,14.022
17.90206,14.02838,23.83137,14.02575,23.61711,14.02575,36.44657,14.02475,79.67949,14.02613,78.43685,14.029,70.31759,14.02675,72.95195,14.026,119.6893,14.026,98.59085,14.025,77.15162,14.02625,94.95195,14.02625
17.9011,14.033,23.83645,14.03,23.62124,14.03,36.4577,14.03063,79.67218,14.02938,78.4181,14.02963,70.3303,14.03413,73.00663,14.02988,119.7052,14.03013,98.62296,14.03238,77.18977,14.0305,95.02029,14.03013
17.89729,14.03388,23.84218,14.034,23.62951,14.03413,36.46978,14.03775,79.69824,14.0375,78.40475,14.03525,70.32394,14.03538,73.06385,14.03425,119.723,14.03438,98.6894,14.03688,77.22569,14.03463,95.09563,14.03463
17.91668,14.03713,23.84599,14.03825,23.63555,14.03825,36.46151,14.03925,79.7151,14.03988,78.42573,14.04238,70.29978,14.03763,73.12775,14.03888,119.7443,14.03838,98.72564,14.03788,77.26097,14.03913,95.17416,14.0385
17.93543,14.04538,23.8479,14.0425,23.63777,14.04238,36.45897,14.04113,79.70587,14.04138,78.43113,14.0435,70.30773,14.046,73.18529,14.04225,119.7669,14.04263,98.75139,14.04375,77.29086,14.043,95.2514,14.04275
17.93353,14.04925,23.84981,14.04663,23.63904,14.0465,36.472,14.049,79.71954,14.04863,78.42318,14.046,70.32236,14.04925,73.23774,14.04688,119.7878,14.04663,98.81306,14.05,77.3166,14.04738,95.32865,14.047
17.93893,14.04988,23.85426,14.05063,23.64159,14.05063,36.47391,14.05375,79.74371,14.05363,78.44702,14.0545,70.30901,14.05,73.29146,14.05138,119.8047,14.05088,98.85534,14.05138,77.34648,14.0515,95.40717,14.051
17.96309,14.05425,23.85966,14.055,23.64477,14.05475,36.46596,14.05413,79.73862,14.05438,78.46705,14.05738,70.3071,14.05713,73.33501,14.05525,119.8206,14.05488,98.86678,14.05475,77.38145,14.05575,95.48569,14.05513
17.97358,14.06238,23.86125,14.059,23.64635,14.05888,36.47518,14.059,79.74084,14.0595,78.45688,14.05825,70.32426,14.06263,73.36807,14.059,119.8416,14.05913,98.91478,14.06263,77.41737,14.05988,95.56389,14.05938
17.96214,14.06538,23.86061,14.0635,23.64508,14.06288,36.48726,14.06713,79.77009,14.067,78.4715,14.06575,70.3125,14.0635,73.40717,14.064,119.8686,14.06338,98.9666,14.0645,77.45266,14.06413,95.644,14.06338
17.96214,14.06613,23.86061,14.06713,23.64381,14.06738,36.47741,14.06888,79.77644,14.06813,78.5087,14.07088,70.29501,14.06788,73.45327,14.068,119.8956,14.0675,98.97741,14.06675,77.48858,14.06838,95.72855,14.06775
17.98248,14.0715,23.86093,14.07163,23.64508,14.07125,36.46978,14.06988,79.76564,14.07063,78.51696,14.0715,70.30901,14.07575,73.49459,14.07163,119.9175,14.0715,99.01524,14.0745,77.52451,14.0725,95.81375,14.07163
17.99265,14.07988,23.86125,14.07575,23.65017,14.0755,36.48249,14.07825,79.78249,14.07888,78.52522,14.0765,70.31187,14.07725,73.54101,14.07625,119.9347,14.07588,99.08613,14.07775,77.56106,14.07675,95.89545,14.07588
17.9882,14.08175,23.86443,14.08,23.65526,14.07975,36.48663,14.08338,79.79774,14.08225,78.56178,14.08413,70.28484,14.07925,73.59918,14.08075,119.9528,14.07975,99.11855,14.07925,77.59985,14.081,95.97079,14.08
17.99615,14.08275,23.86824,14.08388,23.65716,14.08375,36.47486,14.084,79.78439,14.08313,78.5745,14.08525,70.27277,14.08775,73.6529,14.08425,119.9729,14.08425,99.14557,14.086,77.63958,14.08525,96.04295,14.08438
18.01491,14.08888,23.8692,14.08838,23.6578,14.088,36.47804,14.0875,79.79139,14.0895,78.56623,14.0875,70.25941,14.09125,73.70027,14.0885,119.9929,14.08813,99.20915,14.09088,77.67645,14.08913,96.11861,14.08838
18.01427,14.09675,23.86793,14.09238,23.65971,14.09213,36.48917,14.09613,79.81873,14.09575,78.5923,14.09613,70.21078,14.09188,73.75336,14.09338,120.012,14.0925,99.24952,14.09225,77.71365,14.09338,96.20317,14.09275
18.00283,14.09825,23.86888,14.0965,23.66225,14.09625,36.48027,14.099,79.81428,14.09675,78.62028,14.09925,70.17676,14.09863,73.80518,14.097,120.0314,14.0965,99.27241,14.097,77.74957,14.09775,96.28836,14.09675
18.01682,14.09938,23.87238,14.10063,23.66543,14.1005,36.47359,14.09938,79.80379,14.1005,78.61742,14.09988,70.1774,14.10475,73.84459,14.10088,120.053,14.10063,99.33694,14.104,77.77723,14.1015,96.36688,14.101
18.04479,14.10638,23.87524,14.10475,23.67083,14.10463,36.49235,14.1065,79.82508,14.10875,78.63268,14.107,70.16119,14.1055,73.88178,14.10563,120.0759,14.10463,99.39194,14.10538,77.80202,14.10588,96.43904,14.10513
18.04765,14.11338,23.87683,14.10925,23.67751,14.10913,36.50284,14.113,79.83462,14.1105,78.66669,14.11275,70.13861,14.109,73.92216,14.10988,120.0972,14.10913,99.4072,14.10888,77.83254,14.11,96.50739,14.10925
18.03843,14.1145,23.87937,14.11288,23.68291,14.11275,36.48885,14.114,79.81968,14.112,78.66478,14.11338,70.14751,14.11738,73.95522,14.11325,120.1166,14.113,99.44916,14.1165,77.86942,14.11375,96.57606,14.1135
18.05178,14.11613,23.88255,14.11738,23.68641,14.11738,36.48917,14.11638,79.82922,14.12013,78.65842,14.11738,70.14688,14.11938,73.99178,14.11788,120.1363,14.11725,99.5032,14.11863,77.9101,14.11838,96.6498,14.11763
18.07149,14.12413,23.88382,14.12125,23.68863,14.12138,36.50761,14.12488,79.84543,14.1245,78.69053,14.12563,70.12113,14.12088,74.04232,14.12238,120.1576,14.12138,99.52036,14.12075,77.95557,14.12213,96.73119,14.12188
18.06641,14.12988,23.88318,14.1255,23.68991,14.12563,36.5111,14.12838,79.8308,14.12513,78.70897,14.12713,70.12144,14.12888,74.09254,14.126,120.1789,14.1255,99.55406,14.12838,78.00293,14.12638,96.81606,14.126
18.05846,14.13075,23.88318,14.12963,23.69054,14.12963,36.50411,14.129,79.82922,14.13063,78.69753,14.129,70.13448,14.13313,74.14182,14.12988,120.1982,14.12975,99.6151,14.132,78.04839,14.13038,96.89871,14.13038
18.08039,14.13313,23.88477,14.13375,23.69118,14.13413,36.51587,14.1345,79.85655,14.13788,78.70865,14.13725,70.11446,14.13375,74.20317,14.135,120.2176,14.134,99.6418,14.13338,78.09353,14.13475,96.97342,14.13425
18.10773,14.14138,23.88859,14.13788,23.69181,14.138,36.53081,14.142,79.85751,14.139,78.72549,14.14075,70.09888,14.1395,74.26453,14.13863,120.2386,14.13825,99.66723,14.13975,78.14089,14.13863,97.0424,14.13863
18.10996,14.14638,23.89367,14.142,23.69595,14.14238,36.52827,14.14338,79.84384,14.14138,78.7077,14.14163,70.11382,14.14663,74.3157,14.1425,120.2606,14.14225,99.73177,14.145,78.18858,14.14288,97.1117,14.14288
18.11186,14.14713,23.8959,14.146,23.70199,14.14638,36.53049,14.14475,79.86387,14.15,78.69975,14.148,70.10746,14.14738,74.3653,14.14713,120.2809,14.1465,99.77563,14.14638,78.24007,14.14663,97.18164,14.147
18.13698,14.15,23.89558,14.15038,23.70485,14.15075,36.54607,14.15388,79.87436,14.15288,78.71723,14.15438,70.08489,14.15025,74.40567,14.15138,120.2974,14.15075,99.80011,14.15113,78.29571,14.15125,97.2538,14.15113
18.15287,14.15863,23.89717,14.15438,23.70516,14.155,36.54957,14.15775,79.8521,14.15388,78.70611,14.15525,70.09252,14.159,74.42188,14.15488,120.3111,14.15488,99.86273,14.15775,78.34402,14.15513,97.33073,14.15525
18.14143,14.1625,23.9013,14.15863,23.70548,14.15888,36.54321,14.15825,79.85783,14.16075,78.68099,14.1585,70.0976,14.16138,74.43523,14.1595,120.3248,14.159,99.91678,14.15963,78.38058,14.15913,97.40702,14.15938
18.13984,14.16338,23.90353,14.16275,23.70675,14.1635,36.55148,14.16338,79.88676,14.16638,78.68639,14.16713,70.07599,14.1625,74.46861,14.164,120.3403,14.16338,99.93044,14.16263,78.41301,14.16363,97.47505,14.16375
18.16908,14.16688,23.90512,14.167,23.70834,14.16725,36.56006,14.17138,79.88199,14.16713,78.6829,14.16925,70.07726,14.17025,74.51057,14.16763,120.3559,14.16725,99.96891,14.17025,78.44702,14.16763,97.54244,14.16738
18.19197,14.1755,23.90798,14.17088,23.71025,14.17175,36.54861,14.17325,79.87404,14.17163,78.65556,14.1705,70.09665,14.175,74.55572,14.17138,120.3702,14.17175,100.0252,14.17288,78.48454,14.17163,97.62033,14.17213
18.18848,14.17863,23.91243,14.17525,23.71089,14.17575,36.5448,14.174,79.89565,14.17938,78.65778,14.17875,70.08711,14.17575,74.6142,14.1765,120.3852,14.17563,100.0487,14.17475,78.52682,14.17625,97.70679,14.176
18.19293,14.17938,23.91624,14.17938,23.71089,14.18,36.56101,14.18263,79.90106,14.181,78.67304,14.18288,70.08171,14.18063,74.67588,14.18038,120.4004,14.18,100.0849,14.18238,78.57291,14.17988,97.7939,14.18013
18.21995,14.18388,23.91752,14.18375,23.7147,14.18425,36.56356,14.1875,79.88644,14.18288,78.65715,14.1835,70.10905,14.18825,74.72769,14.18388,120.4151,14.184,100.1476,14.18613,78.61996,14.1845,97.881,14.18425
18.23457,14.19188,23.91783,14.18738,23.72074,14.18838,36.55084,14.18838,79.89851,14.19113,78.65334,14.18925,70.11604,14.18925,74.78555,14.18875,120.4313,14.18838,100.1752,14.18775,78.66478,14.18863,97.96587,14.18863
18.2279,14.19475,23.91783,14.19213,23.72392,14.19238,36.55593,14.1915,79.90996,14.195,78.68036,14.19613,70.09474,14.19175,74.84976,14.193,120.4516,14.19238,100.1953,14.19375,78.7042,14.19263,98.04408,14.19238
18.2368,14.1955,23.91783,14.196,23.72583,14.19675,36.56991,14.20063,79.89057,14.19563,78.68195,14.19713,70.09983,14.2005,74.89745,14.19638,120.4745,14.19663,100.2509,14.1995,78.74107,14.19688,98.11878,14.19688
18.26827,14.20088,23.91879,14.20025,23.7271,14.20075,36.56165,14.20313,79.89057,14.20175,78.66827,14.19988,70.11636,14.203,74.93496,14.201,120.4967,14.20075,100.2881,14.20063,78.7824,14.20113,98.19762,14.20063
18.28543,14.2085,23.92069,14.20425,23.72742,14.205,36.55402,14.20363,79.91314,14.20838,78.6918,14.2085,70.11286,14.20388,74.98423,14.20563,120.5155,14.205,100.3027,14.20538,78.82595,14.20538,98.28154,14.20513
18.28575,14.21063,23.92387,14.20863,23.72805,14.20913,36.57119,14.2105,79.9017,14.20938,78.71405,14.211,70.12812,14.21175,75.03796,14.20913,120.5317,14.20888,100.3517,14.21263,78.86346,14.20925,98.3661,14.209
18.30101,14.212,23.92642,14.21288,23.73028,14.21325,36.58199,14.21688,79.88103,14.21263,78.70515,14.212,70.16245,14.21675,75.09009,14.21325,120.5505,14.2135,100.399,14.214,78.89589,14.21375,98.45352,14.21325
18.33026,14.21763,23.92896,14.21663,23.72964,14.2175,36.57087,14.21825,79.8947,14.221,78.71786,14.21975,70.16786,14.21738,75.14858,14.218,120.5708,14.21738,100.4159,14.21675,78.92736,14.21763,98.54507,14.21738
18.34329,14.225,23.93182,14.22113,23.72837,14.22163,36.57341,14.22013,79.89883,14.22325,78.74616,14.22438,70.16882,14.222,75.20771,14.22188,120.5912,14.2215,100.4607,14.22488,78.95947,14.222,98.63345,14.2215
18.34329,14.22663,23.93341,14.22525,23.73028,14.2255,36.59312,14.22925,79.87658,14.2245,78.74044,14.22525,70.19933,14.23,75.25921,14.2255,120.6141,14.22588,100.5163,14.2275,78.99475,14.226,98.71451,14.22575
18.35791,14.22838,23.93278,14.22963,23.73409,14.23,36.59598,14.23238,79.87881,14.23213,78.73376,14.23,70.21332,14.23125,75.31548,14.23038,120.6379,14.23,100.53,14.22913,79.03226,14.23038,98.79652,14.23
18.37985,14.23488,23.93278,14.23338,23.73632,14.23363,36.58899,14.23313,79.89153,14.23713,78.75665,14.23738,70.20569,14.2335,75.37874,14.2345,120.6592,14.234,100.5576,14.23675,79.07168,14.23425,98.88426,14.234
18.38207,14.241,23.93436,14.238,23.73695,14.23813,36.5998,14.23875,79.87309,14.23775,78.75919,14.23863,70.2273,14.242,75.4331,14.23813,120.6783,14.23825,100.6177,14.24063,79.11459,14.23863,98.97264,14.23825
18.3773,14.24275,23.93754,14.24188,23.73823,14.242,36.61092,14.24613,79.8645,14.243,78.74203,14.24138,70.25496,14.24475,75.48364,14.2425,120.6973,14.24238,100.6422,14.24175,79.16037,14.24263,99.05878,14.24225
18.39256,14.24488,23.94199,14.24625,23.74109,14.24625,36.60202,14.24763,79.88262,14.2505,78.75506,14.24938,70.25051,14.24563,75.54531,14.24725,120.7167,14.2465,100.6584,14.24788,79.20488,14.24688,99.13985,14.24663
18.41609,14.25213,23.94644,14.25013,23.74458,14.25038,36.59916,14.249,79.87341,14.25163,78.77127,14.25225,70.25782,14.25288,75.60476,14.25075,120.7355,14.25075,100.7185,14.25363,79.24684,14.25088,99.21646,14.25063
18.42435,14.25738,23.94644,14.25463,23.74681,14.25463,36.6141,14.25788,79.85052,14.25388,78.75665,14.25338,70.28484,14.25825,75.64767,14.25488,120.7546,14.25488,100.7627,14.25488,79.28944,14.25525,99.29403,14.25488
18.42753,14.25863,23.94358,14.25875,23.74967,14.25888,36.61855,14.26188,79.86323,14.26238,78.75315,14.26075,70.28516,14.25888,75.68518,14.2595,120.7746,14.25913,100.7795,14.25925,79.33331,14.25938,99.37254,14.259
18.44565,14.26188,23.94263,14.26275,23.75253,14.263,36.61092,14.2625,79.868,14.26563,78.76587,14.266,70.2823,14.26325,75.72333,14.26363,120.7968,14.26313,100.8326,14.26625,79.37685,14.26363,99.45107,14.26325
18.46568,14.26938,23.94358,14.267,23.75507,14.26713,36.61792,14.26738,79.83843,14.2665,78.75443,14.26675,70.31027,14.27113,75.76116,14.26688,120.8185,14.2675,100.8883,14.26813,79.42009,14.26775,99.53149,14.26725
18.4714,14.27388,23.94454,14.27125,23.75825,14.27125,36.62555,14.27575,79.83462,14.27275,78.74457,14.27138,70.32426,14.27275,75.80916,14.27175,120.8372,14.2715,100.9092,14.27088,79.4576,14.27238,99.61382,14.27138
18.47649,14.27488,23.94676,14.27538,23.7608,14.27563,36.61378,14.27725,79.85592,14.27925,78.7611,14.279,70.31345,14.27475,75.86702,14.27625,120.8531,14.27575,100.9528,14.27863,79.48367,14.27588,99.6933,14.27575
18.49302,14.27875,23.95121,14.2795,23.75921,14.2795,36.60838,14.27825,79.84289,14.28,78.75983,14.28063,70.32585,14.28325,75.91978,14.27963,120.8677,14.27988,101.0126,14.28125,79.50401,14.2805,99.76736,14.27975
