5_1_F,5_1_D,7_1_F,7_1_D,8_1_F,8_1_D,10_1_F,10_1_D,9_1_F,9_1_D,9_2_F,9_2_D,24_1_F,24_1_D,1_1_F,1_1_D,1_2_F,1_2_D,2_1_F,2_1_D,20_1_F,20_1_D,19_1_F,19_1_D
4.067739,2.793875,5.530993,2.791125,4.850706,2.791375,4.87264,2.790125,5.960146,2.78975,7.671356,2.792625,3.018061,2.794375,3.51429,2.791625,5.565008,2.794125,1.998583,2.796125,4.565875,2.791625,2.445221,2.794375
4.062971,2.7945,5.542437,2.795125,4.864375,2.7955,4.896164,2.797875,6.006876,2.79675,7.701556,2.7985,3.017426,2.794875,3.516833,2.795625,5.581856,2.79875,1.982053,2.796625,4.569054,2.796,2.45285,2.794875
4.075686,2.79925,5.552927,2.7995,4.877409,2.79975,4.905701,2.80125,6.036758,2.804,7.699013,2.79975,3.043811,2.799375,3.516197,2.79975,5.573908,2.799375,1.992226,2.798625,4.567146,2.8,2.493222,2.801125
4.078547,2.8075,5.564372,2.803375,4.888535,2.803875,4.913012,2.802375,6.032626,2.805,7.707596,2.8025,3.064473,2.807875,3.516197,2.803875,5.588213,2.803625,2.01575,2.80725,4.56206,2.804125,2.521515,2.80875
4.072507,2.810125,5.574226,2.807625,4.898389,2.808,4.930178,2.80725,6.04407,2.8065,7.737478,2.8105,3.056526,2.810375,3.515561,2.80825,5.614599,2.811875,2.009074,2.812,4.561742,2.8085,2.514203,2.809875
4.084905,2.811,5.578359,2.81175,4.905065,2.812125,4.940987,2.814875,6.066322,2.8145,7.749876,2.814625,3.053665,2.811,3.511429,2.812375,5.606333,2.814375,1.993497,2.812375,4.570961,2.81225,2.521833,2.811375
4.110336,2.81625,5.577723,2.816,4.909515,2.81625,4.933039,2.817125,6.038666,2.8205,7.748922,2.815375,3.06797,2.817125,3.50666,2.8165,5.590757,2.815,2.011935,2.815625,4.587492,2.816875,2.553622,2.819625
4.119555,2.824125,5.576134,2.820125,4.914284,2.820625,4.926682,2.818875,5.982717,2.821125,7.775307,2.82,3.066063,2.824875,3.506025,2.82075,5.614916,2.821375,2.037366,2.82475,4.605611,2.820625,2.557755,2.82475
4.117966,2.82625,5.575816,2.82425,4.923185,2.824375,4.934311,2.82475,5.982081,2.823125,7.811864,2.828125,3.047625,2.826375,3.508886,2.825,5.638758,2.82875,2.031326,2.82775,4.621506,2.82525,2.542178,2.82525
4.130363,2.827375,5.576134,2.8285,4.935265,2.82875,4.937172,2.831375,6.029129,2.832,7.819811,2.83025,3.050804,2.8275,3.515879,2.829,5.623499,2.829875,2.025604,2.828375,4.635175,2.829125,2.562205,2.828625
4.150391,2.833375,5.579948,2.832625,4.94798,2.832875,4.933675,2.833125,6.048203,2.836625,7.822672,2.8315,3.071149,2.835,3.527323,2.833125,5.620638,2.831375,2.049446,2.83325,4.647573,2.833625,2.603213,2.837375
4.15357,2.84075,5.587578,2.836875,4.96006,2.837125,4.939715,2.835375,6.04407,2.837125,7.852872,2.838,3.068924,2.841375,3.539721,2.8375,5.660375,2.839375,2.063433,2.842,4.658699,2.8375,2.613068,2.84025
4.147848,2.8425,5.598068,2.840875,4.970232,2.841125,4.954974,2.8425,6.072998,2.84025,7.877985,2.84475,3.054937,2.842125,3.551165,2.841375,5.685171,2.845,2.046903,2.84325,4.665057,2.841625,2.614657,2.84075
4.156748,2.843875,5.60983,2.84525,4.979452,2.845375,4.965464,2.847875,6.11496,2.84925,7.873217,2.845875,3.069242,2.844125,3.563563,2.84575,5.678177,2.8455,2.040227,2.844625,4.668871,2.846125,2.647082,2.846625
4.170418,2.850125,5.623817,2.849375,4.989306,2.8495,4.971822,2.849,6.119728,2.85275,7.877985,2.848,3.096898,2.852625,3.577232,2.84975,5.697886,2.84825,2.062162,2.851125,4.673322,2.84975,2.675056,2.854375
4.168192,2.857125,5.637487,2.8535,4.998843,2.853875,4.983902,2.852375,6.120682,2.853125,7.904688,2.856125,3.100395,2.8575,3.588676,2.85425,5.742391,2.857125,2.072652,2.8585,4.67968,2.85475,2.673467,2.855375
4.162153,2.85875,5.650202,2.857625,5.005836,2.85775,4.996618,2.860125,6.163915,2.857625,7.911364,2.860875,3.097852,2.858,3.598213,2.858,5.753199,2.861,2.063751,2.859,4.689535,2.858,2.685547,2.857
4.170736,2.8605,5.660693,2.862,5.007744,2.862125,5.00234,2.864,6.204287,2.866375,7.897377,2.8615,3.118515,2.86125,3.60616,2.862375,5.745888,2.861375,2.074878,2.86125,4.70225,2.863,2.720197,2.865
4.179636,2.867125,5.667368,2.866,5.005518,2.86625,5.010605,2.865125,6.199201,2.868625,7.909775,2.865375,3.133774,2.86975,3.612518,2.8665,5.774498,2.865875,2.10317,2.869625,4.714648,2.8665,2.730052,2.8705
4.170736,2.873375,5.668005,2.8705,5.004565,2.870375,5.029996,2.869625,6.189664,2.86925,7.940928,2.873625,3.115972,2.873375,3.614743,2.87075,5.808512,2.8745,2.110163,2.874375,4.726728,2.870875,2.720197,2.87075
4.160563,2.875,5.664825,2.874375,5.00679,2.8745,5.046209,2.877375,6.206831,2.875125,7.946014,2.87675,3.096898,2.873875,3.611882,2.87475,5.800565,2.87675,2.105395,2.875,4.738172,2.875,2.743085,2.87425
4.165967,2.877125,5.662918,2.878875,5.011559,2.878625,5.04907,2.88,6.213506,2.883,7.944107,2.877375,3.095627,2.878375,3.605843,2.879125,5.794843,2.8775,2.120654,2.87825,4.749298,2.878875,2.78155,2.883375
4.175186,2.883875,5.666415,2.882875,5.019188,2.882875,5.053202,2.88125,6.195068,2.884625,7.976214,2.883125,3.085136,2.886625,3.598213,2.88325,5.8314,2.884125,2.136866,2.887625,4.759789,2.883625,2.782822,2.886
4.180908,2.88975,5.674998,2.887125,5.027771,2.887,5.064329,2.88725,6.199837,2.8855,8.012136,2.890875,3.063202,2.88925,3.59122,2.8875,5.856514,2.891625,2.12574,2.890125,4.769325,2.88725,2.773603,2.8865
4.193624,2.891125,5.68676,2.891125,5.035718,2.891,5.064646,2.894125,6.240209,2.892875,8.016269,2.892375,3.065427,2.89,3.586769,2.891625,5.838712,2.89275,2.114932,2.890875,4.776955,2.89175,2.791087,2.892375
4.215876,2.89375,5.699793,2.8955,5.043348,2.89525,5.054792,2.89575,6.258646,2.899625,8.025169,2.893625,3.091812,2.89625,3.585498,2.895625,5.841255,2.894,2.132416,2.89625,4.782677,2.895625,2.797127,2.90025
4.232725,2.901,5.71092,2.8995,5.054156,2.8995,5.056699,2.897875,6.248156,2.900625,8.06427,2.901125,3.102303,2.9035,3.587405,2.900125,5.887985,2.902375,2.145767,2.904375,4.788717,2.9,2.774874,2.901375
4.238764,2.906,5.719185,2.903625,5.069415,2.903625,5.073229,2.905,6.264051,2.902125,8.090337,2.907375,3.095309,2.905,3.592491,2.90425,5.909602,2.90825,2.132734,2.90575,4.797935,2.90425,2.78155,2.9025
4.245758,2.9075,5.724907,2.90775,5.086581,2.907875,5.08531,2.91075,6.30633,2.91025,8.086522,2.908125,3.106435,2.906625,3.602664,2.908125,5.893707,2.90875,2.130826,2.907,4.810333,2.907875,2.827327,2.9105
4.25593,2.910625,5.725861,2.912,5.101204,2.91175,5.093575,2.911625,6.322861,2.916125,8.10051,2.910375,3.131866,2.914,3.618558,2.91275,5.90992,2.911,2.154032,2.914375,4.822731,2.91275,2.852122,2.91625
4.25593,2.91775,5.720774,2.916125,5.112012,2.91625,5.110423,2.91475,6.320953,2.916625,8.137385,2.918875,3.135681,2.92,3.635089,2.916375,5.958239,2.92,2.163251,2.920625,4.833539,2.91625,2.85085,2.91675
4.247665,2.92225,5.71537,2.92025,5.121867,2.920125,5.129179,2.92275,6.347021,2.919,8.146922,2.923625,3.124873,2.920875,3.647804,2.921,5.970319,2.924375,2.152443,2.921125,4.84244,2.92125,2.877871,2.919375
4.246712,2.923875,5.71537,2.924375,5.132357,2.9245,5.136172,2.92675,6.37722,2.9275,8.137067,2.924,3.129323,2.92325,3.658295,2.924875,5.960146,2.924625,2.158801,2.924,4.846255,2.924375,2.922694,2.928375
4.25593,2.927375,5.719503,2.92875,5.143801,2.9285,5.139669,2.9275,6.3591,2.932125,8.161862,2.92775,3.137906,2.931875,3.668467,2.929125,5.98971,2.9285,2.173742,2.932625,4.845619,2.92975,2.932866,2.931875
4.261652,2.9345,5.724907,2.93275,5.154292,2.932875,5.153338,2.932,6.325086,2.93275,8.201599,2.936625,3.127098,2.936125,3.675461,2.933625,6.030401,2.9375,2.164523,2.936125,4.845937,2.933125,2.931595,2.93225
4.261652,2.938875,5.732536,2.936875,5.161285,2.93675,5.163511,2.939875,6.342252,2.935875,8.203824,2.9395,3.117879,2.93675,3.678322,2.937125,6.02595,2.940125,2.152125,2.937,4.847527,2.937625,2.961159,2.93725
4.271507,2.9405,5.744616,2.941,5.164782,2.941125,5.156835,2.94275,6.386757,2.94475,8.198102,2.94,3.132502,2.9405,3.682772,2.942125,6.015778,2.940625,2.168655,2.941125,4.849434,2.94175,2.983729,2.9455
4.290581,2.944125,5.759875,2.94525,5.170822,2.94525,5.151431,2.943625,6.397883,2.948125,8.232117,2.945625,3.143946,2.949125,3.68913,2.945375,6.047567,2.946375,2.189636,2.950625,4.851659,2.945875,2.969742,2.947375
4.303614,2.9515,5.776087,2.9495,5.181948,2.949375,5.16065,2.949375,6.395658,2.94875,8.26931,2.95375,3.133138,2.952125,3.695806,2.950125,6.07268,2.954375,2.185822,2.951625,4.85611,2.950375,2.965927,2.948375
4.309019,2.955375,5.791664,2.95325,5.193392,2.953625,5.168279,2.95675,6.42395,2.95325,8.268674,2.955375,3.133138,2.95275,3.703117,2.953875,6.053607,2.955625,2.186457,2.952875,4.865964,2.953875,2.993901,2.9555
4.319827,2.957,5.804062,2.957625,5.202929,2.95775,5.168597,2.9585,6.45256,2.962,8.273125,2.95625,3.158887,2.95825,3.710747,2.958,6.048838,2.956875,2.212524,2.95975,4.880905,2.958625,3.00471,2.961875
4.336039,2.961125,5.812327,2.96175,5.213419,2.961875,5.178452,2.96,6.449064,2.96425,8.311589,2.96375,3.172557,2.966,3.716787,2.962625,6.089529,2.9645,2.226512,2.96675,4.896482,2.962375,2.99104,2.96275
4.346848,2.96825,5.817413,2.966125,5.2255,2.96625,5.198479,2.967,6.456057,2.964875,8.333842,2.97025,3.163338,2.96775,3.71933,2.966,6.110191,2.9705,2.214114,2.967625,4.910787,2.966875,3.01075,2.965
4.351934,2.972125,5.821228,2.969875,5.236626,2.970125,5.208651,2.97325,6.498972,2.971,8.321126,2.971125,3.168106,2.969125,3.720284,2.971,6.090164,2.97125,2.216657,2.96875,4.924456,2.970625,3.059387,2.973625
4.361153,2.973625,5.826632,2.97425,5.245844,2.97475,5.211512,2.9745,6.526629,2.97875,8.325894,2.973,3.187815,2.976125,3.721555,2.974625,6.099701,2.973625,2.235413,2.9785,4.936536,2.975125,3.075282,2.978
4.373232,2.97775,5.832672,2.978375,5.253156,2.9785,5.224864,2.976625,6.514549,2.980375,8.350372,2.981375,3.184001,2.98225,3.723462,2.979,6.14961,2.98225,2.231598,2.98225,4.946391,2.97925,3.070831,2.9785
4.378001,2.985125,5.838394,2.98275,5.259196,2.982875,5.243937,2.984625,6.507874,2.98125,8.335114,2.986375,3.161113,2.983375,3.724734,2.983375,6.170273,2.986375,2.218564,2.983125,4.954656,2.983375,3.101349,2.9825
4.376729,2.988625,5.846659,2.986625,5.260786,2.987,5.249977,2.989625,6.518046,2.9885,8.296649,2.98675,3.155391,2.985875,3.724098,2.986875,6.16169,2.986875,2.234141,2.986625,4.962921,2.987375,3.140132,2.99125
4.38118,2.99,5.860011,2.991,5.255699,2.991125,5.251249,2.990375,6.503423,2.995375,8.308411,2.990125,3.156662,2.994,3.722509,2.992,6.188393,2.991,2.254804,2.995375,4.970551,2.991875,3.140767,2.993625
4.386584,2.994625,5.876223,2.995125,5.249977,2.9955,5.265554,2.993875,6.470362,2.9965,8.355458,2.999125,3.140132,2.998375,3.719648,2.995125,6.231308,2.999625,2.248128,2.99825,4.977544,2.99575,3.141721,2.994375
4.382133,3.00175,5.890846,2.999375,5.249977,2.999375,5.279859,3.002,6.481171,2.99775,8.371353,3.002375,3.129005,2.999125,3.718058,3.000125,6.235758,3.002,2.246857,2.9985,4.985809,3.000125,3.178596,3.000875
4.371961,3.005125,5.900701,3.00325,5.255064,3.00375,5.278269,3.005625,6.534258,3.005875,8.371353,3.002875,3.146489,3.00325,3.721873,3.00375,6.233851,3.00275,2.278964,3.00525,4.997253,3.003875,3.20816,3.00825
4.370371,3.0065,5.90229,3.007625,5.263647,3.007875,5.276362,3.006375,6.560644,3.01175,8.405049,3.007875,3.164609,3.011375,3.729502,3.008125,6.271998,3.009,2.30217,3.011875,5.011877,3.0085,3.206253,3.00925
4.37514,3.011125,5.902608,3.01175,5.273183,3.012,5.289078,3.011125,6.555239,3.0125,8.440971,3.0165,3.162384,3.014,3.739039,3.012625,6.304423,3.01625,2.295812,3.014,5.02491,3.012375,3.215472,3.011
4.375776,3.0185,5.907059,3.016,5.283038,3.016125,5.299568,3.01925,6.578127,3.014625,8.438746,3.01825,3.167788,3.015,3.751437,3.016125,6.291708,3.0175,2.301216,3.015,5.0354,3.01675,3.241221,3.0195
4.377047,3.021625,5.912781,3.02,5.293528,3.02025,5.297661,3.02175,6.624222,3.02325,8.441607,3.019,3.189405,3.020875,3.765742,3.021,6.289482,3.019375,2.323468,3.0225,5.045255,3.02075,3.238996,3.024125
4.390081,3.023,5.916277,3.02425,5.304972,3.02425,5.303701,3.0225,6.639163,3.028125,8.482933,3.026,3.195763,3.028125,3.777504,3.02475,6.328265,3.027125,2.322197,3.02875,5.054156,3.025,3.220876,3.024625
4.407247,3.028125,5.921682,3.0285,5.317052,3.02875,5.326271,3.028875,6.637255,3.0285,8.511861,3.033,3.185272,3.0295,3.787994,3.029125,6.350517,3.032375,2.305349,3.029375,5.061468,3.029,3.237724,3.0285
4.415194,3.035375,5.932808,3.0325,5.32786,3.0325,5.343437,3.036125,6.668091,3.031625,8.503278,3.033875,3.189087,3.03125,3.798485,3.03325,6.341616,3.032875,2.316157,3.031875,5.069097,3.033125,3.269513,3.037125
4.421234,3.038375,5.946477,3.036875,5.338033,3.036875,5.348841,3.03775,6.698608,3.040375,8.513768,3.035625,3.202756,3.03875,3.808975,3.03725,6.360054,3.0365,2.341906,3.040125,5.078316,3.0375,3.270149,3.0395
4.436493,3.039625,5.9611,3.040875,5.352974,3.040875,5.35965,3.039,6.67127,3.044125,8.558591,3.044,3.19767,3.04425,3.816605,3.041625,6.402651,3.045,2.340635,3.044625,5.089124,3.0415,3.271739,3.04025
4.448891,3.04475,5.976041,3.04525,5.371729,3.045,5.377451,3.04625,6.628672,3.044625,8.580844,3.048875,3.185908,3.045125,3.820419,3.045625,6.412188,3.04775,2.33237,3.04525,5.10025,3.04575,3.3137,3.046625
4.444122,3.052375,5.988121,3.04925,5.388896,3.04925,5.382856,3.052875,6.642024,3.04875,8.576076,3.0495,3.196716,3.04825,3.822327,3.04975,6.406148,3.048625,2.351761,3.048625,5.113284,3.04975,3.351847,3.053875
4.433314,3.055,5.996704,3.0535,5.402883,3.053375,5.379677,3.053625,6.682078,3.05775,8.599917,3.052625,3.211339,3.0565,3.821373,3.05425,6.437302,3.054375,2.369245,3.05825,5.125046,3.054125,3.354073,3.05475
4.435221,3.056125,6.001791,3.057625,5.414645,3.0575,5.388896,3.055625,6.688754,3.060125,8.644104,3.061125,3.20371,3.06025,3.815333,3.058125,6.476084,3.062,2.354622,3.060375,5.131721,3.058125,3.366788,3.0565
4.440943,3.06175,5.999565,3.061875,5.425135,3.06175,5.402883,3.064,6.691615,3.06075,8.655866,3.0645,3.19926,3.061,3.808022,3.062375,6.477038,3.06325,2.346675,3.061125,5.136172,3.06225,3.402392,3.065
4.432678,3.069125,5.993843,3.065875,5.433718,3.065625,5.397479,3.069125,6.728808,3.0665,8.654912,3.065125,3.220558,3.06575,3.804843,3.0665,6.481806,3.06475,2.368609,3.067375,5.139669,3.066375,3.411611,3.069875
4.423777,3.071625,5.994161,3.070125,5.43944,3.070125,5.387306,3.06975,6.757736,3.0745,8.690198,3.070125,3.237088,3.07375,3.804525,3.070625,6.518046,3.072875,2.376874,3.074875,5.142212,3.070625,3.40112,3.07025
4.435221,3.072625,6.001472,3.07425,5.443573,3.074,5.399068,3.07275,6.75106,3.07625,8.73216,3.077875,3.231366,3.075875,3.804525,3.074875,6.532351,3.078375,2.354304,3.0765,5.143484,3.074625,3.419876,3.074125
4.455566,3.078625,6.010374,3.078625,5.448341,3.07825,5.420685,3.081625,6.763458,3.077,8.737247,3.08,3.234227,3.077,3.805796,3.078875,6.510099,3.078875,2.348582,3.07725,5.144437,3.079,3.446261,3.083125
4.464149,3.08625,6.019592,3.082375,5.456606,3.0825,5.427996,3.0855,6.814003,3.084,8.74265,3.081375,3.251712,3.0835,3.813426,3.083,6.515185,3.082125,2.370517,3.08575,5.146027,3.082875,3.434817,3.0855
4.469236,3.08825,6.029447,3.086875,5.468687,3.086625,5.433401,3.085875,6.843249,3.09125,8.781433,3.087875,3.248851,3.0905,3.826141,3.0875,6.5492,3.091125,2.374967,3.09125,5.152384,3.087375,3.424009,3.086
4.488945,3.08925,6.033897,3.090875,5.482674,3.090875,5.453745,3.090375,6.836573,3.09225,8.809726,3.094375,3.225962,3.09175,3.839493,3.091,6.550471,3.094125,2.362887,3.092,5.163511,3.091,3.453891,3.092625
4.509926,3.095625,6.029129,3.09525,5.497614,3.095,5.469958,3.099125,6.846746,3.093625,8.799235,3.0955,3.218651,3.093375,3.852208,3.096,6.53553,3.094625,2.376874,3.09475,5.17877,3.09575,3.479322,3.10025
4.513741,3.103125,6.0215,3.099125,5.510012,3.09925,5.468369,3.1015,6.875038,3.101625,8.797963,3.097875,3.221512,3.10125,3.863652,3.09925,6.563505,3.100125,2.406438,3.103,5.194664,3.099375,3.469467,3.10125
4.512469,3.104875,6.020228,3.1035,5.517324,3.103375,5.47568,3.102125,6.869952,3.1075,8.824666,3.105875,3.206253,3.106875,3.874779,3.104375,6.600062,3.10825,2.408028,3.107375,5.210241,3.104,3.477097,3.1025
4.52741,3.10575,6.02754,3.10775,5.521139,3.1075,5.501747,3.108,6.845474,3.108375,8.832614,3.110125,3.190041,3.1075,3.886859,3.1075,6.594022,3.109625,2.40008,3.1075,5.223592,3.10775,3.516833,3.111125
4.545212,3.112625,6.037394,3.11175,5.523046,3.111625,5.51637,3.115875,6.86423,3.11025,8.820851,3.110875,3.204028,3.110375,3.896713,3.112375,6.593069,3.11075,2.421379,3.112,5.2344,3.112375,3.529231,3.116375
4.543622,3.119875,6.047567,3.116,5.524317,3.116125,5.512873,3.1175,6.910006,3.119,8.838017,3.115375,3.225327,3.119125,3.900846,3.1165,6.637891,3.118375,2.441724,3.120375,5.241712,3.115875,3.513972,3.11675
4.5379,3.121375,6.058693,3.12025,5.526543,3.119875,5.520821,3.1185,6.921133,3.123875,8.876483,3.12325,3.224691,3.123,3.902435,3.1205,6.672859,3.1245,2.429326,3.12275,5.248388,3.1205,3.53241,3.119625
4.550934,3.1225,6.072044,3.1245,5.529722,3.124375,5.54212,3.125625,6.915092,3.12425,8.891423,3.12575,3.225962,3.1235,3.907521,3.124875,6.66968,3.125125,2.418836,3.12375,5.256017,3.124625,3.568967,3.129
4.562696,3.12925,6.086668,3.1285,5.533854,3.12825,5.547523,3.1325,6.946246,3.127375,8.897464,3.12675,3.248215,3.12825,3.916423,3.1285,6.685893,3.1275,2.437592,3.12975,5.2646,3.12875,3.564517,3.132125
4.549026,3.136375,6.099701,3.132625,5.539576,3.13275,5.54053,3.13325,6.987572,3.136125,8.929253,3.13325,3.26093,3.137125,3.924688,3.1335,6.731987,3.136,2.449672,3.13725,5.273501,3.133125,3.54894,3.1325
4.531542,3.13775,6.107966,3.136875,5.546888,3.13675,5.550703,3.135125,6.990751,3.14,8.958817,3.14,3.248215,3.139125,3.93041,3.137,6.747564,3.14025,2.44077,3.138375,5.283038,3.136875,3.576596,3.13775
4.537264,3.13925,6.112099,3.141125,5.555789,3.141,5.574226,3.143375,6.990751,3.1405,8.960724,3.14125,3.244082,3.139625,3.935496,3.141375,6.738981,3.140625,2.449672,3.14,5.292892,3.14175,3.607114,3.146125
4.548708,3.146375,6.112417,3.145125,5.567869,3.14525,5.582491,3.14875,7.027944,3.144625,8.972804,3.143375,3.258069,3.1465,3.939629,3.145375,6.766637,3.144875,2.481778,3.14825,5.303383,3.145125,3.592809,3.147625
4.543622,3.153125,6.111463,3.149375,5.581538,3.1495,5.582809,3.149375,7.053693,3.15325,9.011905,3.151375,3.254255,3.154,3.942172,3.14975,6.807963,3.153375,2.491633,3.15325,5.316416,3.149875,3.582954,3.1485
4.541079,3.15425,6.113688,3.1535,5.595525,3.153375,5.599022,3.152,7.017771,3.156,9.035747,3.15625,3.233592,3.155125,3.94249,3.15375,6.807009,3.15575,2.481143,3.15375,5.331357,3.153625,3.608386,3.155875
4.560471,3.156,6.120046,3.157875,5.608559,3.157875,5.619049,3.161,6.974856,3.156625,9.037335,3.157,3.23836,3.15625,3.940582,3.157625,6.800016,3.156625,2.493541,3.1575,5.342484,3.15825,3.614108,3.162375
4.582087,3.1635,6.129265,3.161875,5.620638,3.161875,5.624453,3.165,6.990751,3.162125,9.058316,3.160625,3.26093,3.16425,3.940264,3.162125,6.836891,3.163,2.518654,3.166,5.346616,3.162125,3.590902,3.163
4.585902,3.16975,6.139755,3.166125,5.633354,3.16625,5.631765,3.165375,7.025401,3.17025,9.092013,3.16925,3.257751,3.170375,3.940582,3.166125,6.872813,3.17025,2.517382,3.16875,5.350749,3.166375,3.602346,3.165125
4.587809,3.170875,6.148338,3.170125,5.645434,3.170125,5.654971,3.169625,7.027944,3.172,9.097735,3.17225,3.244718,3.170875,3.9409,3.170125,6.866773,3.1715,2.511024,3.1695,5.358378,3.170625,3.644625,3.173875
4.601479,3.172875,6.151835,3.1745,5.655289,3.1745,5.666097,3.17825,7.035573,3.172875,9.098371,3.172875,3.264109,3.173125,3.940582,3.1745,6.872177,3.173,2.52978,3.175375,5.367597,3.17475,3.65289,3.178
4.607519,3.1805,6.152471,3.1785,5.663554,3.178625,5.65052,3.181,7.077217,3.1795,9.134929,3.1785,3.291448,3.181875,3.940582,3.1785,6.919225,3.18125,2.541542,3.183125,5.377134,3.178875,3.640493,3.1785
4.594803,3.186125,6.153107,3.18275,5.673409,3.18275,5.64003,3.181375,7.105192,3.187,9.173076,3.186375,3.285408,3.18625,3.944079,3.183,6.948789,3.1865,2.527555,3.184125,5.387624,3.183,3.666878,3.182625
4.587809,3.187125,6.158511,3.18675,5.683899,3.187,5.654335,3.187,7.102966,3.188125,9.174664,3.188,3.27301,3.18675,3.951391,3.18675,6.94116,3.187,2.527873,3.18575,5.399704,3.187375,3.7028,3.191125
4.602114,3.189625,6.168684,3.191125,5.693118,3.191125,5.666097,3.195125,7.122675,3.189375,9.181023,3.189125,3.288905,3.190375,3.962517,3.19125,6.956419,3.19025,2.552668,3.193625,5.412102,3.1915,3.693263,3.193375
4.610697,3.197375,6.181717,3.195,5.701383,3.19525,5.6626,3.196625,7.172266,3.19725,9.221713,3.1965,3.30162,3.199125,3.975232,3.1955,6.998698,3.199,2.559344,3.199125,5.422592,3.195375,3.681819,3.19425
4.5983,3.2025,6.196976,3.199375,5.711555,3.199375,5.668958,3.197625,7.194201,3.203125,9.247462,3.203,3.280957,3.202,3.988266,3.1995,7.008871,3.20225,2.548854,3.199625,5.431493,3.199875,3.713608,3.2005
4.594803,3.2035,6.211916,3.203375,5.723,3.203625,5.693754,3.2045,7.184347,3.204125,9.240468,3.203875,3.26093,3.202625,4.001617,3.20375,6.999969,3.202875,2.55998,3.20275,5.437215,3.20375,3.734271,3.207625
4.615148,3.206375,6.223361,3.207625,5.733172,3.207625,5.708376,3.21125,7.196426,3.206,9.252866,3.205875,3.265699,3.208,4.014969,3.208,7.029851,3.208125,2.578418,3.21175,5.439123,3.208125,3.712972,3.20875
4.633585,3.214375,6.228447,3.21175,5.74398,3.21175,5.707423,3.2125,7.224401,3.214875,9.290059,3.214375,3.262838,3.215875,4.027367,3.212375,7.067998,3.216,2.566973,3.214625,5.439758,3.211875,3.710111,3.21075
4.637083,3.219,6.225586,3.215875,5.757332,3.21575,5.718867,3.214,7.222494,3.2195,9.293874,3.219125,3.2444,3.21775,4.037539,3.216375,7.061005,3.21775,2.549489,3.21525,5.439123,3.21625,3.740311,3.218875
4.646937,3.219875,6.217638,3.22,5.772591,3.220125,5.742709,3.22175,7.212957,3.220125,9.264946,3.219625,3.247579,3.21875,4.044533,3.220375,7.051786,3.219,2.562523,3.220625,5.43944,3.2205,3.743172,3.223375
4.668871,3.223125,6.212553,3.224125,5.785624,3.224,5.753835,3.227625,7.24411,3.223125,9.26431,3.22325,3.2746,3.22575,4.047394,3.224875,7.084528,3.2265,2.576828,3.22875,5.444209,3.22425,3.724416,3.224
